scope,key,n_events,duration_s,gpu_j,cpu_j,dram_j
question,WebQTest-1637,1,1.431,440.56,0.00,0.00
question,WebQTest-1638,1,0.921,279.97,0.00,0.00
question,WebQTest-1639,1,1.034,312.98,0.00,0.00
question,WebQTest-164,1,1.018,312.50,0.00,0.00
question,WebQTest-1640,1,1.239,374.66,0.00,0.00
question,WebQTest-1641,1,0.817,250.96,0.00,0.00
question,WebQTest-1643,1,1.327,407.23,0.00,0.00
question,WebQTest-1644,1,0.893,247.60,0.00,0.00
question,WebQTest-1646,1,0.827,239.90,0.00,0.00
question,WebQTest-1648,1,0.781,247.57,0.00,0.00
question,WebQTest-1649,1,0.941,281.09,0.00,0.00
question,WebQTest-165,1,0.818,249.03,0.00,0.00
question,WebQTest-1650,1,0.908,277.16,0.00,0.00
question,WebQTest-1652,1,0.729,216.58,0.00,0.00
question,WebQTest-1653,1,0.642,186.67,0.00,0.00
question,WebQTest-1654,1,1.068,307.63,0.00,0.00
question,WebQTest-1655,1,0.870,279.77,0.00,0.00
question,WebQTest-1656,1,0.940,280.00,0.00,0.00
question,WebQTest-1657,1,0.909,282.33,0.00,0.00
question,WebQTest-1658,1,1.069,312.59,0.00,0.00
question,WebQTest-1659,1,0.764,215.25,0.00,0.00
question,WebQTest-166,1,1.029,314.00,0.00,0.00
question,WebQTest-1661,1,1.141,336.86,0.00,0.00
