t,gpu0_w
1784920844.271,301.659
1784920844.372,301.468
1784920844.472,302.483
1784920844.572,302.056
1784920844.672,299.954
1784920844.773,304.562
1784920844.873,304.698
1784920844.973,304.111
1784920845.074,303.606
1784920845.174,303.911
1784920845.274,304.415
1784920845.374,304.649
1784920845.475,304.733
1784920845.575,299.557
1784920845.675,302.138
1784920845.776,302.608
1784920845.876,302.197
1784920845.976,301.975
1784920846.076,302.035
1784920846.177,298.767
1784920846.277,298.767
1784920846.377,323.193
1784920846.478,322.934
1784920846.578,322.775
1784920846.678,327.749
1784920846.779,327.838
1784920846.879,327.755
1784920846.979,327.81
1784920847.079,327.403
1784920847.180,327.843
1784920847.280,331.533
1784920847.380,319.582
1784920847.481,307.594
1784920847.581,302.155
1784920847.681,301.899
1784920847.782,302.493
1784920847.882,302.519
1784920847.982,302.546
1784920848.082,301.821
1784920848.183,301.73
1784920848.283,301.13
1784920848.383,300.116
1784920848.484,299.166
1784920848.584,299.187
1784920848.684,305.053
1784920848.785,308.746
1784920848.885,323.088
1784920848.985,325.448
1784920849.132,324.653
1784920849.232,324.366
1784920849.332,325.277
1784920849.433,326.202
1784920849.533,327.062
1784920849.633,328.009
1784920849.734,328.073
1784920849.834,327.637
1784920849.934,324.484
1784920850.034,310.179
1784920850.135,307.284
1784920850.235,307.397
1784920850.335,303.33
1784920850.436,303.163
1784920850.536,302.201
1784920850.636,298.347
1784920850.737,296.086
1784920850.837,293.795
1784920850.937,292.59
1784920851.037,291.043
1784920851.138,288.795
1784920851.238,287.303
1784920851.339,286.292
1784920851.439,289.99
1784920851.539,288.16
1784920851.640,287.061
1784920851.740,285.702
1784920851.840,285.603
1784920851.941,285.696
1784920852.041,286.073
1784920852.141,285.674
1784920852.241,286.744
1784920852.342,288.003
1784920852.442,289.138
1784920852.542,290.152
1784920852.643,291.471
1784920852.743,292.644
1784920852.843,297.208
1784920852.944,297.732
1784920853.044,281.403
1784920853.144,262.799
1784920853.245,244.411
1784920853.345,225.373
1784920853.445,205.874
1784920853.546,186.171
1784920853.646,166.819
1784920853.746,174.447
1784920853.846,188.309
1784920853.947,189.583
1784920854.047,198.85
1784920854.147,205.778
1784920854.248,223.952
1784920854.348,242.462
1784920854.448,262.349
1784920854.549,282.057
1784920854.649,301.767
1784920854.749,321.144
1784920854.850,313.183
1784920854.950,293.755
1784920855.050,299.725
1784920855.151,300.369
1784920855.251,301.499
1784920855.351,299.876
1784920855.451,299.839
1784920855.552,298.236
1784920855.652,294.575
1784920855.752,293.196
1784920855.853,291.697
1784920855.953,290.6
1784920856.053,294.938
1784920856.154,286.486
1784920856.254,285.735
1784920856.354,285.235
1784920856.455,281.983
1784920856.555,264.115
1784920856.655,280.399
1784920856.756,287.792
1784920856.856,289.574
1784920856.956,290.749
1784920857.057,291.687
1784920857.157,293.167
1784920857.257,294.582
1784920857.357,295.792
1784920857.458,296.703
1784920857.558,300.497
1784920857.658,317.805
1784920857.759,301.525
1784920857.859,296.199
1784920857.959,294.543
1784920858.059,288.237
1784920858.160,287.617
1784920858.260,285.873
1784920858.360,284.692
1784920858.461,283.895
1784920858.561,283.941
1784920858.661,284.046
1784920858.762,284.374
1784920858.862,284.171
1784920858.962,286.035
1784920859.063,286.129
1784920859.163,290.731
1784920859.264,290.401
1784920859.364,290.172
1784920859.464,290.568
1784920859.565,304.699
1784920859.665,319.167
1784920859.765,324.791
1784920859.866,324.162
1784920859.966,324.223
1784920860.066,322.436
1784920860.167,322.596
1784920860.267,321.815
1784920860.368,321.513
1784920860.468,321.845
1784920860.568,322.985
1784920860.668,293.866
1784920860.769,289.365
1784920860.870,297.35
1784920860.970,297.35
1784920861.071,301.439
1784920861.171,300.674
1784920861.271,300.968
1784920861.372,301.436
1784920861.472,301.409
1784920861.572,299.673
1784920861.672,298.468
1784920861.773,299.389
1784920861.873,297.725
1784920861.974,290.074
1784920862.074,286.697
1784920862.174,285.638
1784920862.274,285.828
1784920862.375,282.137
1784920862.476,283.513
1784920862.576,283.298
1784920862.677,284.444
1784920862.777,285.208
1784920862.877,286.739
1784920862.978,288.027
1784920863.078,289.728
1784920863.178,290.678
1784920863.279,292.405
1784920863.379,294.466
1784920863.479,298.907
1784920863.580,297.105
1784920863.680,297.376
1784920863.781,295.783
1784920863.881,295.018
1784920863.981,290.388
1784920864.081,289.281
1784920864.182,287.534
1784920864.282,286.813
1784920864.382,284.911
1784920864.483,283.108
1784920864.583,283.022
1784920864.683,282.925
1784920864.783,282.15
1784920864.884,282.909
1784920864.984,284.166
1784920865.084,288.919
1784920865.185,286.892
1784920865.285,288.525
1784920865.385,290.461
1784920865.486,292.3
1784920865.586,294.049
1784920865.687,292.278
1784920865.787,292.247
1784920865.887,292.663
1784920865.988,292.251
1784920866.088,290.241
1784920866.188,288.764
1784920866.288,290.512
1784920866.389,288.587
1784920866.489,286.498
1784920866.589,284.663
1784920866.690,282.796
1784920866.790,284.28
1784920866.890,285.0
1784920866.990,285.049
1784920867.091,284.914
1784920867.191,286.451
1784920867.291,288.12
1784920867.392,290.275
1784920867.492,296.703
1784920867.592,311.248
1784920867.692,312.768
1784920867.793,315.096
1784920867.893,316.879
1784920867.993,317.515
1784920868.094,318.069
1784920868.194,317.938
1784920868.294,316.517
1784920868.395,314.859
1784920868.495,314.199
1784920868.595,310.157
1784920868.696,292.197
1784920868.796,290.641
1784920868.896,288.57
1784920868.997,287.356
1784920869.097,286.394
1784920869.197,286.122
1784920869.298,286.535
1784920869.398,286.607
1784920869.498,286.93
1784920869.599,285.875
1784920869.699,283.547
1784920869.799,287.354
1784920869.900,286.132
1784920870.000,286.666
1784920870.100,286.966
1784920870.201,287.239
1784920870.301,287.275
1784920870.401,287.504
1784920870.502,287.902
1784920870.602,287.584
1784920870.702,285.772
1784920870.803,286.21
1784920870.904,287.151
1784920871.004,303.274
1784920871.104,316.918
1784920871.205,332.987
1784920871.305,341.542
1784920871.405,341.124
1784920871.505,340.619
1784920871.606,340.488
1784920871.706,340.746
1784920871.806,343.468
1784920871.907,344.553
1784920872.007,345.027
1784920872.107,331.807
1784920872.208,318.794
1784920872.308,303.59
1784920872.408,295.948
1784920872.509,297.448
1784920872.609,293.225
1784920872.709,294.134
1784920872.810,293.495
1784920872.910,292.687
1784920873.010,291.581
1784920873.111,290.237
1784920873.211,288.798
1784920873.311,287.481
1784920873.411,286.55
1784920873.512,285.299
1784920873.612,284.645
1784920873.712,289.094
1784920873.813,288.379
1784920873.913,289.017
1784920874.013,289.501
1784920874.114,291.997
1784920874.214,308.242
1784920874.314,322.968
1784920874.414,327.081
1784920874.515,327.873
1784920874.615,329.435
1784920874.715,330.491
1784920874.816,331.525
1784920874.916,331.513
1784920875.016,331.487
1784920875.116,330.883
1784920875.217,328.811
1784920875.317,312.331
1784920875.417,297.889
1784920875.518,293.733
1784920875.618,292.791
1784920875.718,288.849
1784920875.818,286.718
1784920875.919,282.595
1784920876.019,282.575
1784920876.119,282.608
1784920876.220,282.834
1784920876.320,283.321
1784920876.420,285.293
1784920876.521,286.411
1784920876.621,288.396
1784920876.722,289.735
1784920876.822,293.851
1784920876.922,294.564
1784920877.023,306.883
1784920877.123,320.535
1784920877.223,333.997
1784920877.323,333.683
1784920877.424,333.429
1784920877.524,331.569
1784920877.624,330.494
1784920877.725,328.959
1784920877.825,327.232
